,Unnamed: 0,experiment,plate,formulation_number,di_name,tri_name,tri_count,di_count,adduct,charge,calculated_mz,spectrum_mz,separation_mz,intensity,topology,id,reaction_id,experiment_number,turbidity_label,di_smiles,tri_smiles,di_cactvs_fingerprint,di_fingerprint,di_charge,di_complexity,di_covalent_unit_count,di_defined_atom_stereo_count,di_defined_bond_stereo_count,di_exact_mass,di_h_bond_acceptor_count,di_h_bond_donor_count,di_heavy_atom_count,di_xlogp,di_molecular_weight,di_rotatable_bond_count,di_tpsa,tri_cactvs_fingerprint,tri_fingerprint,tri_charge,tri_complexity,tri_covalent_unit_count,tri_defined_atom_stereo_count,tri_defined_bond_stereo_count,tri_exact_mass,tri_h_bond_acceptor_count,tri_h_bond_donor_count,tri_heavy_atom_count,tri_xlogp,tri_molecular_weight,tri_rotatable_bond_count,tri_tpsa,conversion_label,di_hardness,di_nbr_arom,tri_hardness,tri_nbr_arom
302,341,AB-02-007,3,44,Di30,TriU,2,3,Na2,2,593.2730649,593.27637,593.7742,296000,2+3,324,206,AB-02-007,turbid,NCCOCCN,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000000000000000111000011000000000000110000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000110000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963,3,2,7,-1.8,104.15,4,61.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
303,342,AB-02-007,3,44,Di30,TriU,2,3,H1,1,1141.574416,1141.5708,1142.57435,9051000,2+3,324,206,AB-02-007,turbid,NCCOCCN,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000000000000000111000011000000000000110000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000110000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963,3,2,7,-1.8,104.15,4,61.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
304,343,AB-02-007,3,44,Di30,TriU,2,3,Na1,1,1163.556361,1163.55369,1164.55678,574800,2+3,324,206,AB-02-007,turbid,NCCOCCN,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000000000000000111000011000000000000110000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000110000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963,3,2,7,-1.8,104.15,4,61.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
305,344,AB-02-007,3,44,Di30,TriU,4,6,Na2,2,1163.556361,1163.55369,1164.05362,574800,4+6,324,206,AB-02-007,turbid,NCCOCCN,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000000000000000111000011000000000000110000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000110000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963,3,2,7,-1.8,104.15,4,61.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
306,345,AB-02-007,3,44,Di30,TriU,2,3,K1,1,1179.530298,1179.53101,1180.54024,66610,2+3,324,206,AB-02-007,turbid,NCCOCCN,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000000000000000111000011000000000000110000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000110000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963,3,2,7,-1.8,104.15,4,61.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
307,346,AB-02-007,3,45,Di31,TriU,2,3,H2,2,619.2987481803001,619.29903,619.79858,1861000,2+3,327,237,AB-02-007,dissolved,NCC1=CC(CN)=CC=C1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100000000000010000000010000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100010000000000000000000010010001000000010000010000000100010100000001001000100010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000001000000000011100000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.1000484,2,2,10,-0.3,136.19,2,52,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,1,Rigid,4
308,347,AB-02-007,3,45,Di31,TriU,2,3,H1,1,1237.5896713287002,1237.58618,1238.58926,2812000,2+3,327,237,AB-02-007,dissolved,NCC1=CC(CN)=CC=C1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100000000000010000000010000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100010000000000000000000010010001000000010000010000000100010100000001001000100010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000001000000000011100000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.1000484,2,2,10,-0.3,136.19,2,52,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,1,Rigid,4
309,348,AB-02-007,3,45,Di31,TriU,4,6,H2,2,1237.5896713287002,1237.58618,1238.08789,2812000,4+6,327,237,AB-02-007,dissolved,NCC1=CC(CN)=CC=C1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100000000000010000000010000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100010000000000000000000010010001000000010000010000000100010100000001001000100010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000001000000000011100000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.1000484,2,2,10,-0.3,136.19,2,52,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,1,Rigid,4
310,349,AB-02-007,3,45,Di31,TriU,2,3,Na1,1,1259.5716155777002,1259.5674,1260.57226,153600,2+3,327,237,AB-02-007,dissolved,NCC1=CC(CN)=CC=C1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100000000000010000000010000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100010000000000000000000010010001000000010000010000000100010100000001001000100010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000001000000000011100000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.1000484,2,2,10,-0.3,136.19,2,52,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,1,Rigid,4
311,350,AB-02-007,3,45,Di31,TriU,4,6,Na2,2,1259.5716155777002,1259.5674,1260.06746,153600,4+6,327,237,AB-02-007,dissolved,NCC1=CC(CN)=CC=C1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100000000000010000000010000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100010000000000000000000010010001000000010000010000000100010100000001001000100010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000001000000000011100000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.1000484,2,2,10,-0.3,136.19,2,52,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,1,Rigid,4
312,351,AB-02-007,3,45,Di31,TriU,4,6,H1,1,2474.1715176255007,2474.16842,2475.16445,16510,4+6,327,237,AB-02-007,dissolved,NCC1=CC(CN)=CC=C1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100000000000010000000010000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100010000000000000000000010010001000000010000010000000100010100000001001000100010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000001000000000011100000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.1000484,2,2,10,-0.3,136.19,2,52,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,1,Rigid,4
313,352,AB-02-007,3,46,Di32,TriU,2,3,H2,2,550.2676456,550.26845,550.76871,544700,2+3,330,200,AB-02-007,turbid,NCC(CN)O,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000010000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100001000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0432000000000000000000000000000000000000000000000000000000000000000001E00100800000814E180060000004002000000000000000000000000000000800000000210000040000000000010000000000000000000000000000000000000000000000000000000000000,0,28,1,0,0,90.07931295,3,3,6,-2.3,90.12,2,72.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
314,353,AB-02-007,3,46,Di32,TriU,2,3,H1,1,1099.527466,1099.5246,1100.52717,1263000,2+3,330,200,AB-02-007,turbid,NCC(CN)O,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O,11000000010000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100001000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371C0432000000000000000000000000000000000000000000000000000000000000000001E00100800000814E180060000004002000000000000000000000000000000800000000210000040000000000010000000000000000000000000000000000000000000000000000000000000,0,28,1,0,0,90.07931295,3,3,6,-2.3,90.12,2,72.3,11100000011111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000010101010000000000000000000001101000000000000000000000000000000000000000000000110000000000101000001001100000000010001100000000000010000000000000000000000000000000100010000000001000101000010100101000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010001000100001000000100011100100000000000000000000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E07C30000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888408E40000200000000008000040000000000000000000000,0,654,1,0,3,468.1725446,3,0,36,7.1,468.5,9,51.2,complete,Flexible,0,Rigid,4
