,Unnamed: 0,experiment,plate,formulation_number,di_name,tri_name,tri_count,di_count,adduct,charge,calculated_mz,spectrum_mz,separation_mz,intensity,topology,id,reaction_id,experiment_number,turbidity_label,di_smiles,tri_smiles,di_cactvs_fingerprint,di_fingerprint,di_charge,di_complexity,di_covalent_unit_count,di_defined_atom_stereo_count,di_defined_bond_stereo_count,di_exact_mass,di_h_bond_acceptor_count,di_h_bond_donor_count,di_heavy_atom_count,di_xlogp,di_molecular_weight,di_rotatable_bond_count,di_tpsa,tri_cactvs_fingerprint,tri_fingerprint,tri_charge,tri_complexity,tri_covalent_unit_count,tri_defined_atom_stereo_count,tri_defined_bond_stereo_count,tri_exact_mass,tri_h_bond_acceptor_count,tri_h_bond_donor_count,tri_heavy_atom_count,tri_xlogp,tri_molecular_weight,tri_rotatable_bond_count,tri_tpsa,conversion_label,di_hardness,di_nbr_arom,tri_hardness,tri_nbr_arom
164,164,AB-02-005,3,29,Di13,TriD,2,3,H2,2,691.3621386,691.36434,691.86635,3534000,2+3,124,64,AB-02-005,turbid,COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100100000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001101000100011001000000011010010011000110010100001000011010100011010100000100011100100100010101001001100000000010001000010101010100110000111100010101100110000010000110011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023206800004008802285280000208002420000888010688C80D263284351A823922A4C0110AA9878ACC10CE20000100000040004000020000008000000000000000,0,352,1,0,0,330.1103383,6,0,24,2.4,330.3,9,71.1,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
165,165,AB-02-005,3,29,Di13,TriD,2,3,H1,1,1381.716452,1381.72354,1382.72675,2626000,2+3,124,64,AB-02-005,turbid,COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100100000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001101000100011001000000011010010011000110010100001000011010100011010100000100011100100100010101001001100000000010001000010101010100110000111100010101100110000010000110011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023206800004008802285280000208002420000888010688C80D263284351A823922A4C0110AA9878ACC10CE20000100000040004000020000008000000000000000,0,352,1,0,0,330.1103383,6,0,24,2.4,330.3,9,71.1,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
166,166,AB-02-005,3,29,Di13,TriD,2,3,Na1,1,1403.698396,1403.70458,1404.70839,4097000,2+3,124,64,AB-02-005,turbid,COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100100000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001101000100011001000000011010010011000110010100001000011010100011010100000100011100100100010101001001100000000010001000010101010100110000111100010101100110000010000110011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023206800004008802285280000208002420000888010688C80D263284351A823922A4C0110AA9878ACC10CE20000100000040004000020000008000000000000000,0,352,1,0,0,330.1103383,6,0,24,2.4,330.3,9,71.1,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
167,167,AB-02-005,3,29,Di13,TriD,2,3,K1,1,1419.672334,1419.67689,1420.67977,307600,2+3,124,64,AB-02-005,turbid,COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100100000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001101000100011001000000011010010011000110010100001000011010100011010100000100011100100100010101001001100000000010001000010101010100110000111100010101100110000010000110011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023206800004008802285280000208002420000888010688C80D263284351A823922A4C0110AA9878ACC10CE20000100000040004000020000008000000000000000,0,352,1,0,0,330.1103383,6,0,24,2.4,330.3,9,71.1,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
168,168,AB-02-005,3,30,Di14,TriD,2,3,H2,2,478.28449508460005,478.28573,478.78722,4351000,2+3,130,76,AB-02-005,dissolved,Cn1nc2c(C=O)cccc2c1C=O,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000010000000000000000000000000000000110000001000101000011001111000000110001100101100000011110010000010000000000000000000101010100000001100101100011100101100010000000000100100100000010000000000001001111000000000000000000110001101100000100001101110000100010011011000000010000010000010111010110000001101010111110001100001001010010110001000011000001000100000000000010010001100100111000111000111001000100111000000100111100000000000000000000000100000000000000000000000100000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000,00000371C073300000000000000000000000000000016000000030000000000000005801F000001E00080000000C08A19E0632C0F2080000AA032C72C40092040027800018D821B844D80820BAC0D5F184A58860880048C9C71C89C09E00000200000200000000040000040000000000000000,0,244,1,0,0,188.0585775,3,0,14,0.8,188.18,2,52,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,partial,Rigid,2,Flexible,1
169,169,AB-02-005,3,30,Di14,TriD,2,3,H1,1,955.5611651,955.56633,956.56904,11660000,2+3,130,76,AB-02-005,dissolved,Cn1nc2c(C=O)cccc2c1C=O,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000010000000000000000000000000000000110000001000101000011001111000000110001100101100000011110010000010000000000000000000101010100000001100101100011100101100010000000000100100100000010000000000001001111000000000000000000110001101100000100001101110000100010011011000000010000010000010111010110000001101010111110001100001001010010110001000011000001000100000000000010010001100100111000111000111001000100111000000100111100000000000000000000000100000000000000000000000100000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000,00000371C073300000000000000000000000000000016000000030000000000000005801F000001E00080000000C08A19E0632C0F2080000AA032C72C40092040027800018D821B844D80820BAC0D5F184A58860880048C9C71C89C09E00000200000200000000040000040000000000000000,0,244,1,0,0,188.0585775,3,0,14,0.8,188.18,2,52,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,partial,Rigid,2,Flexible,1
170,170,AB-02-005,3,30,Di14,TriD,2,3,Na1,1,977.5431094,977.54729,978.5505,2793000,2+3,130,76,AB-02-005,dissolved,Cn1nc2c(C=O)cccc2c1C=O,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000010000000000000000000000000000000110000001000101000011001111000000110001100101100000011110010000010000000000000000000101010100000001100101100011100101100010000000000100100100000010000000000001001111000000000000000000110001101100000100001101110000100010011011000000010000010000010111010110000001101010111110001100001001010010110001000011000001000100000000000010010001100100111000111000111001000100111000000100111100000000000000000000000100000000000000000000000100000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000,00000371C073300000000000000000000000000000016000000030000000000000005801F000001E00080000000C08A19E0632C0F2080000AA032C72C40092040027800018D821B844D80820BAC0D5F184A58860880048C9C71C89C09E00000200000200000000040000040000000000000000,0,244,1,0,0,188.0585775,3,0,14,0.8,188.18,2,52,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,partial,Rigid,2,Flexible,1
171,171,AB-02-005,3,30,Di14,TriD,2,3,K1,1,993.5170468,993.52132,994.52378,710700,2+3,130,76,AB-02-005,dissolved,Cn1nc2c(C=O)cccc2c1C=O,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000010000000000000000000000000000000110000001000101000011001111000000110001100101100000011110010000010000000000000000000101010100000001100101100011100101100010000000000100100100000010000000000001001111000000000000000000110001101100000100001101110000100010011011000000010000010000010111010110000001101010111110001100001001010010110001000011000001000100000000000010010001100100111000111000111001000100111000000100111100000000000000000000000100000000000000000000000100000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000,00000371C073300000000000000000000000000000016000000030000000000000005801F000001E00080000000C08A19E0632C0F2080000AA032C72C40092040027800018D821B844D80820BAC0D5F184A58860880048C9C71C89C09E00000200000200000000040000040000000000000000,0,244,1,0,0,188.0585775,3,0,14,0.8,188.18,2,52,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,partial,Rigid,2,Flexible,1
172,172,AB-02-005,3,30,Di14,TriD,4,6,H1,1,1910.1145052427005,1910.11125,1911.1167,115900,4+6,130,76,AB-02-005,dissolved,Cn1nc2c(C=O)cccc2c1C=O,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000010000000000000000000000000000000110000001000101000011001111000000110001100101100000011110010000010000000000000000000101010100000001100101100011100101100010000000000100100100000010000000000001001111000000000000000000110001101100000100001101110000100010011011000000010000010000010111010110000001101010111110001100001001010010110001000011000001000100000000000010010001100100111000111000111001000100111000000100111100000000000000000000000100000000000000000000000100000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000,00000371C073300000000000000000000000000000016000000030000000000000005801F000001E00080000000C08A19E0632C0F2080000AA032C72C40092040027800018D821B844D80820BAC0D5F184A58860880048C9C71C89C09E00000200000200000000040000040000000000000000,0,244,1,0,0,188.0585775,3,0,14,0.8,188.18,2,52,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,partial,Rigid,2,Flexible,1
173,173,AB-02-005,3,31,Di15,TriD,2,3,H2,2,622.3539185,622.35566,622.85709,4655000,2+3,136,75,AB-02-005,turbid,O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100000000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000011000010011000110010100001000011010100011010100000100011100100100000101001011100000000010001000010001010100110000111100010001100110000000000110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A5C01108A98788CC00CE20000000000000004000000000000000000000000000,0,272,1,0,0,284.104859,4,0,21,2.8,284.31,8,52.6,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
174,174,AB-02-005,3,31,Di15,TriD,2,3,Na2,2,644.3358627,644.34018,644.84077,302200,2+3,136,75,AB-02-005,turbid,O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100000000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000011000010011000110010100001000011010100011010100000100011100100100000101001011100000000010001000010001010100110000111100010001100110000000000110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A5C01108A98788CC00CE20000000000000004000000000000000000000000000,0,272,1,0,0,284.104859,4,0,21,2.8,284.31,8,52.6,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
175,175,AB-02-005,3,31,Di15,TriD,2,3,H1,1,1243.700012,1243.70737,1244.71067,10110000,2+3,136,75,AB-02-005,turbid,O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100000000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000011000010011000110010100001000011010100011010100000100011100100100000101001011100000000010001000010001010100110000111100010001100110000000000110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A5C01108A98788CC00CE20000000000000004000000000000000000000000000,0,272,1,0,0,284.104859,4,0,21,2.8,284.31,8,52.6,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
176,176,AB-02-005,3,31,Di15,TriD,2,3,Na1,1,1265.681956,1265.68769,1266.69126,775300,2+3,136,75,AB-02-005,turbid,O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1,CCc1c(CN)c(CC)c(CN)c(CC)c1CN,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000000000000000000000000000110000000100101000001001100000000010001100000000011010000000000000000000010000000000100010000000001000101000010100101000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000011000010011000110010100001000011010100011010100000100011100100100000101001011100000000010001000010001010100110000111100010001100110000000000110011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A5C01108A98788CC00CE20000000000000004000000000000000000000000000,0,272,1,0,0,284.104859,4,0,21,2.8,284.31,8,52.6,11100000011100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100000000100000000010000000010000000000000000000000100000000000001000000000010000000000000000000000100000100000000000000000001000000000000000000000000000001000100010000000000000000000010010001000000010000010000000100010100000001001000000010001100000000010000000000000011000001000000000000000000010001000100000000111000100001000000011000000000011101100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000371E0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118040200804000008002004000008200002000000088800004880820228090118020006080000888071080C00EC0000200001000008000040000200000000000000000,0,176,1,0,0,249.2204979,3,3,18,0.9,249.39,6,78.1,complete,Flexible,2,Flexible,1
