,Unnamed: 0.1,Unnamed: 0,precursor_combination,plate_number,turbidity,turbidity_label,turbidity_binary,tri_name,di_name,di_smiles,tri_smiles,di_cactvs_fingerprint,di_charge,di_complexity,di_covalent_unit_count,di_defined_atom_stereo_count,di_defined_bond_stereo_count,di_exact_mass,di_h_bond_acceptor_count,di_h_bond_donor_count,di_heavy_atom_count,di_xlogp,di_molecular_weight,di_rotatable_bond_count,di_tpsa,tri_cactvs_fingerprint,tri_charge,tri_complexity,tri_covalent_unit_count,tri_defined_atom_stereo_count,tri_defined_bond_stereo_count,tri_exact_mass,tri_h_bond_acceptor_count,tri_h_bond_donor_count,tri_heavy_atom_count,tri_xlogp,tri_molecular_weight,tri_rotatable_bond_count,tri_tpsa,di_arom_group,tri_arom_group
80,80,80,F1,1,60.89929095,turbid,0,TriF,Di1,O=Cc1cccc(C=O)c1,NC1CC(N)CC(N)C1,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000888010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0,117.0,1,0,0,134.036779430,2,0,10,1.2,134.13,2,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
81,81,81,F2,1,72.15638983,turbid,0,TriF,Di2,CC(C)(C)c1cc(C=O)c(O)c(C=O)c1,NC1CC(N)CC(N)C1,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000800000E04A098023206800002008802285280000200002420000088010408C808263682151280714024E01108998788CAF08FA0000200000800004000040000100000000000000000,0,224.0,1,0,0,206.094294304,3,1,15,2.7,206.24,3,54.4,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
82,82,82,F3,1,103.4969956,turbid,0,TriF,Di3,O=Cc1cc2sc(C=O)cc2s1,NC1CC(N)CC(N)C1,000003718070300060000000000000000000000000012240000000000000000012000001F800001A04000000000800A0D0023001800000088C00285280000300802408104088190000C8082032A015108021002080002889870888808000000000000000000000000000000000000000000000,0,185.0,1,0,0,195.96527171,4,0,12,2.3,196.3,2,90.6,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,2,0
83,83,83,F4,1,67.76013089,turbid,0,TriF,Di4,O=Cc1ccc(C=O)cc1,NC1CC(N)CC(N)C1,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888008E40000000000000008000000000000000000000000000,0,107.0,1,0,0,134.036779430,2,0,10,0.9,134.13,2,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
84,84,84,F5,1,73.0765318,turbid,0,TriF,Di5,O=Cc1c(F)c(F)c(C=O)c(F)c1F,NC1CC(N)CC(N)C1,00000371007031C0000000000000000000000000000000000000300000000000000000010000001B00000000000C00A0980A0000800000008802085080000200002400000088010000C80820328014108021002080000889070888008E40000000000000008000000000000000000000000000,0,195.0,1,0,0,205.99909195,6,0,14,1.2,206.09,2,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
85,85,85,F6,1,79.29629628,turbid,0,TriF,Di6,O=Cc1ccc(-c2ccc(C=O)cc2)cc1,NC1CC(N)CC(N)C1,00000371C0703000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888C08EC0000000000000008000000000000000000000000000,0,207.0,1,0,0,210.068079557,2,0,16,3.3,210.23,3,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,2,0
86,86,86,F7,1,72.58106711,turbid,0,TriF,Di7,O=Cc1c2ccccc2c(C=O)c2ccccc12,NC1CC(N)CC(N)C1,00000371C07830000000000000000000000000000000000000003060C0000000000000C15400001A00000000000C00A098023000C00000008802285280000200002400000888010000C80820328015108021002080000889070888C08EC0000200001000008000040000200000000000000000,0,269.0,1,0,0,234.068079557,2,0,18,3.3,234.25,2,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,3,0
87,87,87,F8,1,90.65678674,turbid,0,TriF,Di8,O=Cc1ccc2ccc3ccc(C=O)nc3c2n1,NC1CC(N)CC(N)C1,00000371C07330000000000000000000000000000000000000003C5880000000000000B1FE00001E00000000000C08A19E0230C0F2081000A8032C72C400828024271220089821B074D80860F2C095B1942108608000C8C9871888C08E40000040000200208000008000040040000000000000,0,302.0,1,0,0,236.058577502,4,0,18,2.0,236.22,2,59.9,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,3,0
88,88,88,F9,3,62.82126394,turbid,0,TriF,Di9,O=Cc1ccsc1C=O,NC1CC(N)CC(N)C1,0000037180603000400000000000000000000000000120000000000000000000000000018000001A04000000000C00A4D802B001800000088C02285280000300802408104888190000C8082032A015108001002080002889860900000A00000000000000000000000000000000000000000000,0,124.0,1,0,0,139.99320054,3,0,9,0.9,140.16,2,62.4,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
89,89,89,F10,3,73.65235589,turbid,0,TriF,Di10,O=Cc1ccccc1C=O,NC1CC(N)CC(N)C1,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870988808E80000000001000000000000000200000000000000000,0,115.0,1,0,0,134.036779430,2,0,10,1.2,134.13,2,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
90,90,90,F11,3,64.08024387,turbid,0,TriF,Di11,Cn1nc(-c2ccc(C=O)cc2)cc1C=O,NC1CC(N)CC(N)C1,00000371C073300000000000000000000000000000016000000030000000000000000001C000001E00080000000C08A19E06328092080000AA032C72C40092040027820018D821B864D80820B2C0D5F184A50860880048C9871C88C08E40000000000000008000000000000000000000000000,0,262.0,1,0,0,214.074227566,3,0,16,1.2,214.22,3,52.0,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,2,0
91,91,91,F12,3,61.18637432,turbid,0,TriF,Di12,CC(C=O)=Cc1ccc(C=C(C)C=O)cc1,NC1CC(N)CC(N)C1,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023200800000008802285280000200002000000888010000C80820228011108020002080000889870080000E40000000000000008000000000000000000000000000,0,273.0,1,0,0,214.099379685,2,0,16,2.4,214.26,4,34.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
92,92,92,F13,3,63.81781417,turbid,0,TriF,Di13,COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC,NC1CC(N)CC(N)C1,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023206800004008802285280000208002420000888010688C80D263284351A823922A4C0110AA9878ACC10CE20000100000040004000020000008000000000000000,0,352.0,1,0,0,330.11033829,6,0,24,2.4,330.3,9,71.1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,2,0
93,93,93,F14,3,60.59629249,turbid,0,TriF,Di14,Cn1nc2c(C=O)cccc2c1C=O,NC1CC(N)CC(N)C1,00000371C073300000000000000000000000000000016000000030000000000000005801F000001E00080000000C08A19E0632C0F2080000AA032C72C40092040027800018D821B844D80820BAC0D5F184A58860880048C9C71C89C09E00000200000200000000040000040000000000000000,0,244.0,1,0,0,188.058577502,3,0,14,0.8,188.18,2,52.0,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,2,0
94,94,94,F15,3,62.89991704,turbid,0,TriF,Di15,O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1,NC1CC(N)CC(N)C1,00000371E0783800000000000000000000000000000000000000306000000000000000014000001A00000000000C04A098023006800004008802285280000208002420000888010608C80C263284351A823920A5C01108A98788CC00CE20000000000000004000000000000000000000000000,0,272.0,1,0,0,284.10485899,4,0,21,2.8,284.31,8,52.6,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,2,0
95,95,95,F16,3,66.09592456,turbid,0,TriF,Di16,CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O,NC1CC(N)CC(N)C1,00000371E0783800000000000000000000000000000000000000300000000000000000010000001A00000000000D04A098023206800004008802285280000208002420000088010608C80C263684351A823960A4E01108A987CAC8308E41000100000800008200020000100000000000000000,0,305.0,1,0,0,292.16745924,4,0,21,3.9,292.4,10,52.6,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0.0,63.3,1.0,0.0,0.0,129.126597491,3.0,3.0,9.0,-1.6,129.20,0.0,78.1,1,0
96,96,96,G17,2,59.93416122,turbid,0,TriG,Di17,NCCN,O=Cc1cc(C=O)cc(C=O)c1,00000371C0430000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000000000000000000000000000000000800000000040000000000000000010000000000000000000000000000000000000000000000000000000000000,0,6.0,1,0,0,60.068748264,2,2,4,-2.0,60.10,1,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
97,97,97,G18,2,54.48092273,dissolved,1,TriG,Di18,CC(C)(CN)CN,O=Cc1cc(C=O)cc(C=O)c1,00000371C0630000000000000000000000000000000000000000000000000000000000000000001C00100000000E00C100040200004000000000000000000000000000000000800000000000000040000000000000000000000000000000000000000000000000000000000000000000000000,0,44.0,1,0,0,102.115698455,2,2,7,-0.5,102.18,2,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
98,98,98,G19,2,66.11060175,turbid,0,TriG,Di19,N[C@H]1CN(Cc2ccccc2)C[C@@H]1N,O=Cc1cc(C=O)cc(C=O)c1,00000371E0730000000000000000000000000000000160000000300000000000000000010000001C00100000000C28C1180430008340000080022042000082000020000008888008048808602280D1119420086090008888071080000E00000000000000000000000000000000000000000000,0,167.0,1,2,0,191.142247555,3,2,14,-0.2,191.27,2,55.3,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,1,1
99,99,99,G20,2,53.44653238,dissolved,1,TriG,Di20,N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2,O=Cc1cc(C=O)cc(C=O)c1,00000371E0730000000000000000000000000000000000000000306000000000000000014000001C00100000000C28C118043000804000008002204200008200002000000888800004880860228091118020006090000888071080C00E00000000000000000000000000000000000000000000,0,171.0,1,2,0,212.131348519,2,2,16,1.4,212.29,3,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,2,1
100,100,100,G21,2,106.5425456,turbid,0,TriG,Di21,Nc1ccc(Oc2ccc(N)cc2)cc1,O=Cc1cc(C=O)cc(C=O)c1,00000371C0732000000000000000000000000000000000000000306000000000000000014000001E0010000000080C81900030C680400400800024424000820800202200088800066C880C262284B19B823820E4D01108E807B040000000400000000000000080000000000000000000000000,0,162.0,1,0,0,200.094963011,3,2,15,1.4,200.24,2,61.3,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,2,1
101,101,101,G22,2,59.82346828,turbid,0,TriG,Di22,NC1=NON=C1N,O=Cc1cc(C=O)cc(C=O)c1,000003718043A000000000000000000000000000000160000000000000000000000000018000000C0014000000000001020001B010500000A100022062000000040010002000000010020040000000000000000000800000000000000000000000000000000000000000000000000000000000,0,58.7,1,0,0,100.03851076,5,2,7,-0.5,100.08,0,91.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,1,1
102,102,102,G23,2,59.20082438,turbid,0,TriG,Di23,N[C@H]1CCC[C@H](C1)N,O=Cc1cc(C=O)cc(C=O)c1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C1000400000040000000000000000000000000000000008000000000000200C0000000000010000000011000000000000000000000000000000008000000000000000000,0,64.9,1,2,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
103,103,103,G24,2,59.44878927,turbid,0,TriG,Di24,N[C@@H]1[C@H](CCCC1)N,O=Cc1cc(C=O)cc(C=O)c1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C100040000004000000000000000000000000000000000800000000040020080000000000010000000011000000000000000000000000000000000000040000000000000,0,62.9,1,2,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
104,104,104,G25,1,23.8042273,dissolved,1,TriG,Di25,NCCCCCCNCCCCCCN,O=Cc1cc(C=O)cc(C=O)c1,00000371E0730000000000000000000000000000000000000000000000000000000000000000001C00100000000800C10004000002C000000000000000000000000000000000800800000000020080000400000010008000011000000000000000000000000000000000000000000000000000,0,95.0,1,0,0,215.236147938,3,3,15,0.8,215.38,12,64.1,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
105,105,105,G26,1,25.31021438,dissolved,1,TriG,Di26,NCCCCCCN,O=Cc1cc(C=O)cc(C=O)c1,00000371E0630000000000000000000000000000000000000000000000000000000000000000001C00100000000800C100040000004000000000000000000000000000000000800000000000020080000000000010000000011000000000000000000000000000000000000000000000000000,0,31.5,1,0,0,116.131348519,2,2,8,-0.2,116.20,5,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
106,106,106,G27,4,27.80973375,dissolved,1,TriG,Di27,NCc1ccc(CN)cc1,O=Cc1cc(C=O)cc(C=O)c1,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080000E40000000000000008000000000000000000000000000,0,73.3,1,0,0,136.100048391,2,2,10,-0.4,136.19,2,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,1,1
107,107,107,G28,4,82.94291585,turbid,0,TriG,Di28,NCC1CCC(CN)CC1,O=Cc1cc(C=O)cc(C=O)c1,00000371E0730000000000000000000000000000000000000000300000000000000000000000001C00100000000D00C100040000004000000000000000000000000000000000800000000000020080000000000010000000011080000E00000000000000008000000000000000000000000000,0,73.3,1,0,0,142.146998583,2,2,10,0.1,142.24,2,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
108,108,108,G29,4,23.03320468,dissolved,1,TriG,Di29,CN(CCCN)CCCN,O=Cc1cc(C=O)cc(C=O)c1,00000371E0630000000000000000000000000000000000000000000000000000000000000000001C00100000000800C100040200034000000000000000000000000000000000800800000000000040000400000010008000000000000000000000000000000000000000000000000000000000,0,57.9,1,0,0,145.157897619,3,2,10,-0.9,145.25,6,55.3,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
109,109,109,G30,4,27.91266738,dissolved,1,TriG,Di30,NCCOCCN,O=Cc1cc(C=O)cc(C=O)c1,00000371C0632000000000000000000000000000000000000000000000000000000000000000001E00100000000000E180060000004004000000000000000000000000000000800000000200000000000300000010000000000000000000000000000000000000000000000000000000000000,0,28.9,1,0,0,104.094963011,3,2,7,-1.8,104.15,4,61.3,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
110,110,110,G31,4,23.06427431,dissolved,1,TriG,Di31,NCC1=CC(CN)=CC=C1,O=Cc1cc(C=O)cc(C=O)c1,00000371C0730000000000000000000000000000000000000000300000000000000000010000001C00100000000C00C118043000804000008002204200008200002000000888800004880820228091118020006080000888071080400E00000200000000000000040000000000000000000000,0,83.3,1,0,0,136.100048391,2,2,10,-0.3,136.19,2,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,1,1
111,111,111,G32,4,47.10784912,dissolved,1,TriG,Di32,NCC(CN)O,O=Cc1cc(C=O)cc(C=O)c1,00000371C0432000000000000000000000000000000000000000000000000000000000000000001E00100800000814E180060000004002000000000000000000000000000000800000000210000040000000000010000000000000000000000000000000000000000000000000000000000000,0,28.0,1,0,0,90.079312947,3,3,6,-2.3,90.12,2,72.3,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
112,112,112,G33,4,22.32789867,dissolved,1,TriG,Di33,NCCCC[C@H](N)C(=O)O,O=Cc1cc(C=O)cc(C=O)c1,00000371C0633000000000000000000000000000000000000000000000000000000000000000001E00100800000828C180040008004002000800009008000000000000000000818000000200120080000040000410000000019848000000000000000000000000000000000000000000000000,0,106.0,1,1,0,146.105527694,4,3,10,-3.0,146.19,5,89.3,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
113,113,113,G34,4,28.90147194,dissolved,1,TriG,Di34,N[C@H]1CC[C@H](N)CC1,O=Cc1cc(C=O)cc(C=O)c1,00000371C0630000000000000000000000000000000000000000300000000000000000000000001C00100000000828C100040000004000000000000000000000000000000000800000000000020080000000000010000000011000000000000000000000000001000000000000000000000000,0,54.9,1,0,0,114.115698455,2,2,8,-0.3,114.19,0,52.0,0000037180703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023000800000008802285280000200002400000088010000C8082032801510802100208000088987088A408E00000200000000000000040000000000000000000000,0.0,143.0,1.0,0.0,0.0,162.031694049,3.0,0.0,12.0,0.3,162.14,3.0,51.2,0,1
114,114,114,H17,2,60.14909203,turbid,0,TriH,Di17,NCCN,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1,00000371C0430000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000000000000000000000000000000000800000000040000000000000000010000000000000000000000000000000000000000000000000000000000000,0,6.0,1,0,0,60.068748264,2,2,4,-2.0,60.10,1,52.0,00000371E07830000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888C08EC0000200000000008000040000000000000000000000,0.0,470.0,1.0,0.0,0.0,390.125594432,3.0,0.0,30.0,5.2,390.4,6.0,51.2,0,4
115,115,115,H18,2,67.54201626,turbid,0,TriH,Di18,CC(C)(CN)CN,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1,00000371C0630000000000000000000000000000000000000000000000000000000000000000001C00100000000E00C100040200004000000000000000000000000000000000800000000000000040000000000000000000000000000000000000000000000000000000000000000000000000,0,44.0,1,0,0,102.115698455,2,2,7,-0.5,102.18,2,52.0,00000371E07830000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888C08EC0000200000000008000040000000000000000000000,0.0,470.0,1.0,0.0,0.0,390.125594432,3.0,0.0,30.0,5.2,390.4,6.0,51.2,0,4
116,116,116,H19,2,68.28893221,turbid,0,TriH,Di19,N[C@H]1CN(Cc2ccccc2)C[C@@H]1N,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1,00000371E0730000000000000000000000000000000160000000300000000000000000010000001C00100000000C28C1180430008340000080022042000082000020000008888008048808602280D1119420086090008888071080000E00000000000000000000000000000000000000000000,0,167.0,1,2,0,191.142247555,3,2,14,-0.2,191.27,2,55.3,00000371E07830000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888C08EC0000200000000008000040000000000000000000000,0.0,470.0,1.0,0.0,0.0,390.125594432,3.0,0.0,30.0,5.2,390.4,6.0,51.2,1,4
117,117,117,H20,2,65.09854804,turbid,0,TriH,Di20,N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1,00000371E0730000000000000000000000000000000000000000306000000000000000014000001C00100000000C28C118043000804000008002204200008200002000000888800004880860228091118020006090000888071080C00E00000000000000000000000000000000000000000000,0,171.0,1,2,0,212.131348519,2,2,16,1.4,212.29,3,52.0,00000371E07830000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888C08EC0000200000000008000040000000000000000000000,0.0,470.0,1.0,0.0,0.0,390.125594432,3.0,0.0,30.0,5.2,390.4,6.0,51.2,2,4
118,118,118,H21,2,68.11965038,turbid,0,TriH,Di21,Nc1ccc(Oc2ccc(N)cc2)cc1,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1,00000371C0732000000000000000000000000000000000000000306000000000000000014000001E0010000000080C81900030C680400400800024424000820800202200088800066C880C262284B19B823820E4D01108E807B040000000400000000000000080000000000000000000000000,0,162.0,1,0,0,200.094963011,3,2,15,1.4,200.24,2,61.3,00000371E07830000000000000000000000000000000000000003060C1800000000000015400001A00000000000C00A098023000800000008802285280000200002400000888010000C80820328015108021002080000889870888C08EC0000200000000008000040000000000000000000000,0.0,470.0,1.0,0.0,0.0,390.125594432,3.0,0.0,30.0,5.2,390.4,6.0,51.2,2,4
