,experiment,plate,formulation_number,di_name,tri_name,tri_count,di_count,adduct,charge,calculated_mz,spectrum_mz,separation_mz,intensity,topology
233,AB-02-005,4,41,Di17,TriR,2,3,Na1,1,1055.4472051948999,1055.45068,1056.45336,221900.0,2+3
234,AB-02-005,4,42,Di18,TriR,2,3,H2,2,580.306968276,580.30302,580.81156,216900.0,2+3
235,AB-02-005,4,42,Di18,TriR,2,3,H1,1,1159.6061115201,1159.61076,1160.61377,247800.0,2+3
236,AB-02-005,4,47,Di23,TriR,2,3,H2,2,598.306968276,598.31051,598.81248,537200.0,2+3
237,AB-02-005,4,47,Di23,TriR,2,3,H1,1,1195.6061115201,1195.61118,1196.61399,543800.0,2+3
238,AB-02-005,4,47,Di23,TriR,2,3,Na1,1,1217.5880557691,1217.59097,1218.59073,80670.0,2+3
239,AB-02-005,4,48,Di24,TriR,2,3,H2,2,598.306968276,598.30931,598.81236,1409000.0,2+3
240,AB-02-005,4,48,Di24,TriR,2,3,H1,1,1195.6061115201,1195.61285,1196.61612,8728000.0,2+3
241,AB-02-005,4,48,Di24,TriR,2,3,Na1,1,1217.5880557691,1217.59382,1218.59768,593400.0,2+3
242,AB-02-007,1,6,Di24,TriG,8,12,H1,1,2234.3962063911003,2234.40247,2235.40147,34600.0,8+12
243,AB-02-007,1,7,Di25,TriG,2,3,H2,2,431.86204691955,431.86397,432.36534,8428000.0,2+3
244,AB-02-007,1,7,Di25,TriG,2,3,Na1,1,884.6982130562,884.70057,885.70305,422600.0,2+3
245,AB-02-007,1,7,Di25,TriG,4,6,H1,1,1724.4247125825,1724.42345,1725.42854,193100.0,4+6
246,AB-02-007,1,9,Di18,TriH,2,3,H2,2,490.27527308460003,490.27597,490.77967,210400.0,2+3
247,AB-02-007,1,9,Di18,TriH,2,3,H1,1,979.5427211373001,979.54387,980.54888,1051000.0,2+3
248,AB-02-007,1,13,Di23,TriH,2,3,H1,1,1015.5427211373001,1015.54383,1016.54701,698300.0,2+3
249,AB-02-007,1,15,Di25,TriH,2,3,H2,2,659.95594730235,659.9568,660.45913,1981000.0,2+3
250,AB-02-007,1,15,Di25,TriH,2,3,H1,1,1318.9040695728,1318.90532,1319.90816,850400.0,2+3
251,AB-02-007,1,16,Di26,TriH,2,3,H1,1,1021.5896713287,1021.58822,1022.59207,191600.0,2+3
252,AB-02-007,1,17,Di18,TriI,2,3,H2,2,278.1762877018,278.17659,278.67778,6712000.0,2+3
253,AB-02-007,1,17,Di18,TriI,2,3,Na1,1,577.3266946207,577.32802,578.33042,1330000.0,2+3
254,AB-02-007,1,17,Di18,TriI,4,6,H1,1,1109.6816757115,1109.68142,1110.68387,750000.0,4+6
255,AB-02-007,1,17,Di18,TriI,4,6,Na1,1,1131.6636199605,1131.66155,1132.66538,269700.0,4+6
256,AB-02-007,1,21,Di23,TriI,4,6,H2,2,591.3447503717,591.34542,591.84493,15310000.0,4+6
257,AB-02-007,1,21,Di23,TriI,6,9,H2,2,886.5132130416,886.51261,887.01402,127600.0,6+9
258,AB-02-007,1,21,Di23,TriI,8,12,H2,2,1181.6816757115,1181.68168,1182.18167,143800.0,8+12
259,AB-02-007,1,21,Di23,TriI,6,9,H1,1,1772.0186010513,1772.01746,1773.01529,31320.0,6+9
260,AB-02-007,1,22,Di24,TriI,4,6,H2,2,591.3447503717,591.34384,591.84503,6785000.0,4+6
261,AB-02-007,1,22,Di24,TriI,4,6,Na2,2,613.3266946207,613.33269,613.82859,90660.0,4+6
262,AB-02-007,1,22,Di24,TriI,4,6,H1,1,1181.6816757115,1181.68629,1182.68735,17500000.0,4+6
263,AB-02-007,1,22,Di24,TriI,4,6,Na1,1,1203.6636199605,1203.66248,1204.66575,786900.0,4+6
264,AB-02-007,1,22,Di24,TriI,8,12,Na1,1,2384.3374706401,2384.32787,2385.33438,21390.0,8+12
265,AB-02-007,1,23,Di25,TriI,2,3,H2,2,447.85696191955003,447.8571,448.35993,2859000.0,2+3
266,AB-02-007,1,23,Di25,TriI,2,3,H1,1,894.7060988072001,894.71092,895.70983,15270000.0,2+3
267,AB-02-007,1,23,Di25,TriI,2,3,Na1,1,916.6880430562001,916.68924,917.69274,192000.0,2+3
268,AB-02-007,1,24,Di26,TriI,4,6,Na1,1,1215.7575203432998,1215.75076,1216.73926,25770.0,4+6
269,AB-02-007,1,25,Di18,TriJ,2,3,H2,2,429.25487198890005,429.25426,429.75675,2782000.0,2+3
270,AB-02-007,1,25,Di18,TriJ,2,3,H1,1,857.5019189459001,857.50065,858.50932,11480000.0,2+3
271,AB-02-007,1,29,Di23,TriJ,2,3,H1,1,893.5019189459001,893.50225,894.50492,522100.0,2+3
272,AB-02-007,1,31,Di25,TriJ,2,3,H2,2,598.93554620665,598.93558,599.43665,9743000.0,2+3
273,AB-02-007,1,31,Di25,TriJ,2,3,H1,1,1196.8632673814,1196.86992,1197.87223,16020000.0,2+3
274,AB-02-007,1,31,Di25,TriJ,2,3,Na1,1,1218.8452116304,1218.83998,1219.84538,94370.0,2+3
275,AB-02-007,1,31,Di25,TriJ,4,6,H1,1,2392.7187097309,2392.70732,2393.71203,138600.0,4+6
276,AB-02-007,1,32,Di26,TriJ,2,3,H1,1,899.5488691373,899.55041,900.55203,13700000.0,2+3
277,AB-02-007,1,33,Di18,TriK,2,3,H2,2,493.2610199889,493.26297,493.7638,442300.0,2+3
278,AB-02-007,1,33,Di18,TriK,2,3,H1,1,985.5142149459,985.513,986.51611,5664000.0,2+3
279,AB-02-007,1,33,Di18,TriK,2,3,Na1,1,1007.4961591949,1007.50483,1008.49775,82890.0,2+3
280,AB-02-007,1,37,Di23,TriK,2,3,H2,2,511.2610199889,511.26291,511.76375,159100.0,2+3
281,AB-02-007,1,37,Di23,TriK,2,3,H1,1,1021.5142149459,1021.51324,1022.51745,938300.0,2+3
282,AB-02-007,1,38,Di24,TriK,4,6,H2,2,1021.5142149459,1021.51029,1022.0118,88810.0,4+6
283,AB-02-007,1,38,Di24,TriK,4,6,H1,1,2042.0206048599,2042.03259,2043.02842,12640.0,4+6
284,AB-02-007,1,39,Di25,TriK,2,3,H2,2,662.9416942066499,662.94156,663.44277,1029000.0,2+3
285,AB-02-007,1,39,Di25,TriK,2,3,H1,1,1324.8755633813998,1324.8732,1325.8755,598600.0,2+3
286,AB-02-007,1,40,Di26,TriK,4,6,H1,1,2054.1145052427,2054.10421,2055.10923,74780.0,4+6
287,AB-02-007,1,41,Di18,TriR,2,3,H2,2,580.306968276,580.30128,580.80916,327400.0,2+3
288,AB-02-007,1,41,Di18,TriR,2,3,H1,1,1159.6061115201,1159.60331,1160.60723,1070000.0,2+3
289,AB-02-007,1,41,Di18,TriR,2,3,Na1,1,1181.5880557691,1181.58597,1182.58748,142600.0,2+3
290,AB-02-007,1,45,Di23,TriR,2,3,H2,2,598.306968276,598.30607,598.80934,1162000.0,2+3
291,AB-02-007,1,45,Di23,TriR,2,3,H1,1,1195.6061115201,1195.60336,1196.60752,1211000.0,2+3
292,AB-02-007,1,45,Di23,TriR,2,3,Na1,1,1217.5880557691,1217.58904,1218.58866,58660.0,2+3
293,AB-02-007,1,47,Di25,TriR,2,3,H2,2,749.9876424937501,749.98507,750.48767,4390000.0,2+3
294,AB-02-007,1,47,Di25,TriR,2,3,Na2,2,771.96958674275,771.96783,772.48408,45480.0,2+3
295,AB-02-007,1,47,Di25,TriR,2,3,H1,1,1498.9674599556001,1498.96397,1499.96761,4551000.0,2+3
296,AB-02-007,1,47,Di25,TriR,2,3,Na1,1,1520.9494042046001,1520.94567,1521.94804,81390.0,2+3
297,AB-02-007,1,48,Di26,TriR,2,3,H1,1,1201.6530617115,1201.64855,1202.65141,192500.0,2+3
298,AB-02-007,3,1,Di18,TriS,2,3,H1,1,723.4175206269001,723.41749,724.42276,442900.0,2+3
299,AB-02-007,3,6,Di24,TriS,4,6,H1,1,1517.8272162219002,1517.81985,1518.81843,14000.0,4+6
300,AB-02-007,3,7,Di25,TriS,2,3,H2,2,531.8933470471501,531.89337,532.39429,161500.0,2+3
301,AB-02-007,3,7,Di25,TriS,2,3,H1,1,1062.7788690624002,1062.77413,1063.77804,369700.0,2+3
302,AB-02-007,3,8,Di26,TriS,2,3,H2,2,383.2361479251,383.23785,383.73925,500300.0,2+3
303,AB-02-007,3,8,Di26,TriS,2,3,H1,1,765.4644708183,765.46168,766.46646,2427000.0,2+3
304,AB-02-007,3,9,Di18,TriT,2,3,H2,2,310.1661177018,310.16761,310.66976,156200.0,2+3
305,AB-02-007,3,9,Di18,TriT,2,3,H1,1,619.3244103717,619.32242,620.32556,5255000.0,2+3
306,AB-02-007,3,9,Di18,TriT,4,6,H2,2,619.3244103717,619.32242,619.80821,5255000.0,4+6
307,AB-02-007,3,9,Di18,TriT,2,3,Na1,1,641.3063546207,641.30588,642.30913,1381000.0,2+3
308,AB-02-007,3,9,Di18,TriT,4,6,H1,1,1237.6409957115,1237.6409,1238.64168,99460.0,4+6
309,AB-02-007,3,9,Di18,TriT,4,6,Na1,1,1259.6229399605,1259.61892,1260.62199,1980000.0,4+6
310,AB-02-007,3,11,Di20,TriT,2,3,H1,1,949.3713605631001,949.36827,950.37245,128100.0,2+3
311,AB-02-007,3,11,Di20,TriT,2,3,H4N1,1,966.3979096588001,966.39182,967.39002,64180.0,2+3
312,AB-02-007,3,15,Di25,TriT,2,3,H2,2,479.84679191955,479.84751,480.35375,992000.0,2+3
313,AB-02-007,3,15,Di25,TriT,2,3,H1,1,958.6857588072,958.68254,959.68614,2705000.0,2+3
314,AB-02-007,3,15,Di25,TriT,4,6,H2,2,958.6857588072,958.68254,959.16295,2705000.0,4+6
315,AB-02-007,3,15,Di25,TriT,2,3,Na1,1,980.6677030562,980.66512,981.6682,297900.0,2+3
316,AB-02-007,3,16,Di26,TriT,2,3,H1,1,661.3713605631,661.37034,662.37499,1796000.0,2+3
317,AB-02-007,3,17,Di18,TriU,2,3,H2,2,568.322223276,568.32686,568.8227,518800.0,2+3
318,AB-02-007,3,17,Di18,TriU,2,3,H1,1,1135.6366215201,1135.63418,1136.63727,10850000.0,2+3
319,AB-02-007,3,21,Di23,TriU,2,3,H2,2,586.322223276,586.32413,586.82252,69330.0,2+3
320,AB-02-007,3,21,Di23,TriU,2,3,H1,1,1171.6366215201,1171.63517,1172.64092,54530.0,2+3
321,AB-02-007,3,23,Di25,TriU,2,3,H2,2,738.0028974937501,738.00001,738.50175,2495000.0,2+3
322,AB-02-007,3,23,Di25,TriU,2,3,H1,1,1474.9979699556002,1474.99269,1475.99628,978600.0,2+3
323,AB-02-007,3,23,Di25,TriU,4,6,H2,2,1474.9979699556002,1474.99269,1475.4917,978600.0,4+6
324,AB-02-007,3,23,Di25,TriU,2,3,Na1,1,1496.9799142046002,1496.97446,1497.97868,78870.0,2+3
325,AB-02-007,3,24,Di26,TriU,2,3,H2,2,589.3456983717,589.34216,589.84431,1458000.0,2+3
326,AB-02-007,3,24,Di26,TriU,2,3,H1,1,1177.6835717115,1177.67978,1178.68319,8081000.0,2+3
327,AB-02-007,3,25,Di27,TriS,2,3,H4N1,1,842.3971195312001,842.39734,843.38099,17700.0,2+3
328,AB-02-007,3,26,Di28,TriS,4,6,H2,2,843.5114210097001,843.50815,844.0078,112800.0,4+6
329,AB-02-007,3,29,Di31,TriS,2,3,H1,1,825.3705704355001,825.36877,826.37122,654900.0,2+3
330,AB-02-007,3,30,Di32,TriS,2,3,H1,1,687.3083652441001,687.30795,688.31166,499100.0,2+3
331,AB-02-007,3,35,Di29,TriT,2,3,H2,2,374.72941644105003,374.72873,375.23349,1599000.0,2+3
332,AB-02-007,3,35,Di29,TriT,2,3,H1,1,748.4510078502001,748.44861,749.45204,5703000.0,2+3
333,AB-02-007,3,35,Di29,TriT,4,6,H1,1,1495.8941906685002,1495.88769,1496.89231,138300.0,4+6
334,AB-02-007,3,35,Di29,TriT,4,6,Na1,1,1517.8761349175002,1517.87112,1518.87465,1708000.0,4+6
335,AB-02-007,3,36,Di30,TriT,4,6,Na2,2,647.2441494293,647.24204,647.72771,4042000.0,4+6
336,AB-02-007,3,36,Di30,TriT,4,6,Na1,1,1271.4985295777,1271.49414,1272.49849,2768000.0,4+6
337,AB-02-007,3,37,Di31,TriT,4,6,Na1,1,1463.5290395777001,1463.52298,1464.52698,654300.0,4+6
338,AB-02-007,3,41,Di27,TriU,2,3,H2,2,619.2987481803001,619.30209,619.79901,221500.0,2+3
339,AB-02-007,3,42,Di28,TriU,2,3,H1,1,1255.7305219029001,1255.72953,1256.73345,677600.0,2+3
340,AB-02-007,3,44,Di30,TriU,2,3,H2,2,571.2911206803,571.28928,571.79083,2497000.0,2+3
341,AB-02-007,3,44,Di30,TriU,2,3,Na2,2,593.2730649293,593.27637,593.7742,296000.0,2+3
342,AB-02-007,3,44,Di30,TriU,2,3,H1,1,1141.5744163287,1141.5708,1142.57435,9051000.0,2+3
343,AB-02-007,3,44,Di30,TriU,2,3,Na1,1,1163.5563605777,1163.55369,1164.55678,574800.0,2+3
344,AB-02-007,3,44,Di30,TriU,4,6,Na2,2,1163.5563605777,1163.55369,1164.05362,574800.0,4+6
345,AB-02-007,3,44,Di30,TriU,2,3,K1,1,1179.5302979768,1179.53101,1180.54024,66610.0,2+3
346,AB-02-007,3,45,Di31,TriU,2,3,H2,2,619.2987481803001,619.29903,619.79858,1861000.0,2+3
347,AB-02-007,3,45,Di31,TriU,2,3,H1,1,1237.5896713287002,1237.58618,1238.58926,2812000.0,2+3
348,AB-02-007,3,45,Di31,TriU,4,6,H2,2,1237.5896713287002,1237.58618,1238.08789,2812000.0,4+6
349,AB-02-007,3,45,Di31,TriU,2,3,Na1,1,1259.5716155777002,1259.5674,1260.57226,153600.0,2+3
350,AB-02-007,3,45,Di31,TriU,4,6,Na2,2,1259.5716155777002,1259.5674,1260.06746,153600.0,4+6
351,AB-02-007,3,45,Di31,TriU,4,6,H1,1,2474.1715176255007,2474.16842,2475.16445,16510.0,4+6
352,AB-02-007,3,46,Di32,TriU,2,3,H2,2,550.2676455846,550.26845,550.76871,544700.0,2+3
353,AB-02-007,3,46,Di32,TriU,2,3,H1,1,1099.5274661373,1099.5246,1100.52717,1263000.0,2+3
354,AB-02-007,4,1,Di27,TriG,2,3,H2,2,313.1578976061,313.15613,313.6518,122300.0,2+3
355,AB-02-007,4,1,Di27,TriG,2,3,H1,1,625.3079701803,625.30966,626.31265,198500.0,2+3
356,AB-02-007,4,1,Di27,TriG,4,6,H2,2,625.3079701803,625.30966,625.80955,198500.0,4+6
357,AB-02-007,4,1,Di27,TriG,2,3,H4N1,1,642.334519276,642.33078,643.32081,72130.0,2+3
358,AB-02-007,4,3,Di29,TriG,2,3,H2,2,326.74467144104995,326.74529,327.24702,3526000.0,2+3
359,AB-02-007,4,3,Di29,TriG,2,3,H1,1,652.4815178501999,652.48785,653.48695,28700000.0,2+3
360,AB-02-007,4,3,Di29,TriG,2,3,Na1,1,674.4634620991999,674.46564,675.46889,1524000.0,2+3
361,AB-02-007,4,3,Di29,TriG,2,3,K1,1,690.4373994982999,690.44087,691.44508,92860.0,2+3
362,AB-02-007,4,4,Di30,TriG,2,3,H2,2,265.1502701061,265.15125,265.65243,1112000.0,2+3
363,AB-02-007,4,4,Di30,TriG,2,3,H1,1,529.2927151803,529.29568,530.29735,25850000.0,2+3
364,AB-02-007,4,4,Di30,TriG,2,3,Na1,1,551.2746594293,551.27627,552.27937,5742000.0,2+3
365,AB-02-007,4,4,Di30,TriG,2,3,K1,1,567.2485968284,567.25007,568.25325,459500.0,2+3
366,AB-02-007,4,4,Di30,TriG,4,6,H1,1,1057.5776053287,1057.58016,1058.58277,5054000.0,4+6
367,AB-02-007,4,4,Di30,TriG,4,6,Na1,1,1079.5595495777,1079.56082,1080.56425,113300.0,4+6
368,AB-02-007,4,5,Di31,TriG,2,3,H2,2,313.1578976061,313.15714,313.65914,1003000.0,2+3
369,AB-02-007,4,5,Di31,TriG,2,3,H1,1,625.3079701803,625.30932,626.31238,11040000.0,2+3
370,AB-02-007,4,5,Di31,TriG,2,3,Na1,1,647.2899144293,647.2916,648.29445,680400.0,2+3
371,AB-02-007,4,5,Di31,TriG,2,3,K1,1,663.2638518284,663.26542,664.27021,196100.0,2+3
372,AB-02-007,4,5,Di31,TriG,4,6,H1,1,1249.6081153287,1249.61034,1250.61365,4092000.0,4+6
373,AB-02-007,4,12,Di30,TriH,2,3,H2,2,493.24417048890007,493.24506,493.74747,1753000.0,2+3
374,AB-02-007,4,12,Di30,TriH,2,3,Na2,2,515.2261147379,515.22689,515.7291,151900.0,2+3
375,AB-02-007,4,12,Di30,TriH,2,3,H1,1,985.4805159459002,985.48296,986.48601,8005000.0,2+3
376,AB-02-007,4,12,Di30,TriH,2,3,Na1,1,1007.4624601949001,1007.46492,1008.4681,1268000.0,2+3
377,AB-02-007,4,12,Di30,TriH,4,6,Na2,2,1007.4624601949001,1007.46492,1007.96539,1268000.0,4+6
378,AB-02-007,4,12,Di30,TriH,6,9,Na2,2,1499.6988056519,1499.70024,1500.2017,49210.0,6+9
379,AB-02-007,4,12,Di30,TriH,4,6,H1,1,1969.9532068599003,1969.95314,1970.95831,117900.0,4+6
380,AB-02-007,4,12,Di30,TriH,4,6,Na1,1,1991.9351511089003,1991.9392,1992.94262,301000.0,4+6
381,AB-02-007,4,13,Di31,TriH,2,3,H1,1,1081.4957709459,1081.50116,1082.50407,269400.0,2+3
382,AB-02-007,4,17,Di27,TriI,4,6,H2,2,657.2978001803001,657.29999,657.80091,1164000.0,4+6
383,AB-02-007,4,17,Di27,TriI,4,6,H1,1,1313.5877753287002,1313.59081,1314.58852,42660.0,4+6
384,AB-02-007,4,18,Di28,TriI,4,6,H2,2,675.4386507545,675.43993,675.94128,4425000.0,4+6
385,AB-02-007,4,18,Di28,TriI,4,6,Na2,2,697.4205950035,697.42439,697.92335,145400.0,4+6
386,AB-02-007,4,18,Di28,TriI,4,6,H1,1,1349.8694764771,1349.87342,1350.87658,11580000.0,4+6
387,AB-02-007,4,18,Di28,TriI,4,6,Na1,1,1371.8514207261,1371.8556,1372.85805,96500.0,4+6
388,AB-02-007,4,19,Di29,TriI,2,3,H2,2,342.73958644105,342.74073,343.237,1005000.0,2+3
389,AB-02-007,4,19,Di29,TriI,2,3,H1,1,684.4713478502,684.47641,685.47659,27290000.0,2+3
390,AB-02-007,4,19,Di29,TriI,2,3,Na1,1,706.4532920992,706.45495,707.45878,763100.0,2+3
391,AB-02-007,4,20,Di30,TriI,2,3,H2,2,281.14518510610003,281.14587,281.64772,2394000.0,2+3
392,AB-02-007,4,20,Di30,TriI,2,3,Na1,1,583.2644894293,583.2656,584.26925,5004000.0,2+3
393,AB-02-007,4,20,Di30,TriI,4,6,Na1,1,1143.5392095777001,1143.54206,1144.54516,1348000.0,4+6
394,AB-02-007,4,21,Di31,TriI,2,3,H2,2,329.15281260610004,329.15374,329.65545,2366000.0,2+3
395,AB-02-007,4,21,Di31,TriI,2,3,H1,1,657.2978001803001,657.30167,658.30344,25970000.0,2+3
396,AB-02-007,4,21,Di31,TriI,2,3,Na1,1,679.2797444293001,679.28128,680.28428,651000.0,2+3
397,AB-02-007,4,21,Di31,TriI,4,6,H1,1,1313.5877753287002,1313.58873,1314.59224,56870.0,4+6
398,AB-02-007,4,21,Di31,TriI,4,6,Na1,1,1335.5697195777002,1335.57183,1336.57522,322900.0,4+6
399,AB-02-007,4,22,Di32,TriI,2,3,H2,2,260.1217100104,260.12284,260.62362,161300.0,2+3
400,AB-02-007,4,22,Di32,TriI,2,3,H1,1,519.2355949889001,519.23812,520.24028,22000000.0,2+3
401,AB-02-007,4,22,Di32,TriI,2,3,Na1,1,541.2175392379,541.21915,542.22257,2310000.0,2+3
402,AB-02-007,4,22,Di32,TriI,4,6,Na1,1,1059.4453091949001,1059.4482,1060.44995,66960.0,4+6
403,AB-02-007,4,29,Di31,TriJ,2,3,H2,2,480.2313968932,480.23219,480.73392,4590000.0,2+3
404,AB-02-007,4,29,Di31,TriJ,2,3,H1,1,959.4549687545,959.45732,960.46056,9635000.0,2+3
405,AB-02-007,4,29,Di31,TriJ,4,6,H2,2,959.4549687545,959.45732,959.95882,9635000.0,4+6
406,AB-02-007,4,29,Di31,TriJ,2,3,Na1,1,981.4369130035,981.43887,982.44213,390700.0,2+3
407,AB-02-007,4,29,Di31,TriJ,2,3,K1,1,997.4108504026,997.41269,998.41582,20070.0,2+3
408,AB-02-007,4,29,Di31,TriJ,6,9,H2,2,1438.6785406158,1438.67892,1439.18078,22000.0,6+9
409,AB-02-007,4,29,Di31,TriJ,4,6,H1,1,1917.9021124771,1917.90705,1918.90995,1405000.0,4+6
410,AB-02-007,4,29,Di31,TriJ,4,6,Na1,1,1939.8840567261,1939.88685,1940.88985,68260.0,4+6
411,AB-02-007,4,30,Di32,TriJ,2,3,H2,2,411.2002942975,411.202,411.7032,735400.0,2+3
412,AB-02-007,4,30,Di32,TriJ,2,3,H1,1,821.3927635631001,821.39453,822.39804,8849000.0,2+3
413,AB-02-007,4,30,Di32,TriJ,2,3,Na1,1,843.3747078121,843.37716,844.37971,213900.0,2+3
414,AB-02-007,4,30,Di32,TriJ,4,6,Na1,1,1663.7596463433001,1663.75571,1664.76053,19040.0,4+6
415,AB-02-007,4,35,Di29,TriK,2,3,H2,2,557.8243187281499,557.82558,558.32725,1490000.0,2+3
416,AB-02-007,4,35,Di29,TriK,2,3,Na2,2,579.8062629771499,579.8096,580.31441,16620.0,2+3
417,AB-02-007,4,35,Di29,TriK,2,3,H1,1,1114.6408124243999,1114.64341,1115.64614,3348000.0,2+3
418,AB-02-007,4,35,Di29,TriK,4,6,H2,2,1114.6408124243999,1114.64341,1115.14453,3348000.0,4+6
419,AB-02-007,4,35,Di29,TriK,2,3,Na1,1,1136.6227566733999,1136.62558,1137.62749,102900.0,2+3
420,AB-02-007,4,35,Di29,TriK,4,6,H1,1,2228.2737998169,2228.27331,2229.27783,42320.0,4+6
421,AB-02-007,4,35,Di29,TriK,4,6,Na1,1,2250.2557440658998,2250.25579,2251.26049,12140.0,4+6
422,AB-02-007,4,36,Di30,TriK,2,3,H2,2,496.2299173932,496.23128,496.73301,1249000.0,2+3
423,AB-02-007,4,36,Di30,TriK,2,3,Na2,2,518.2118616422,518.21513,518.7154,25550.0,2+3
424,AB-02-007,4,36,Di30,TriK,2,3,H1,1,991.4520097545001,991.45431,992.45721,3182000.0,2+3
425,AB-02-007,4,36,Di30,TriK,2,3,Na1,1,1013.4339540035,1013.43544,1014.43828,404700.0,2+3
426,AB-02-007,4,36,Di30,TriK,4,6,Na2,2,1013.4339540035,1013.43544,1013.93795,404700.0,4+6
427,AB-02-007,4,36,Di30,TriK,4,6,H1,1,1981.8961944771002,1981.89776,1982.90124,150300.0,4+6
428,AB-02-007,4,36,Di30,TriK,4,6,Na1,1,2003.8781387261001,2003.88012,2004.88349,204500.0,4+6
429,AB-02-007,4,37,Di31,TriK,2,3,H2,2,544.2375448931999,544.23813,544.73995,137100.0,2+3
430,AB-02-007,4,37,Di31,TriK,4,6,H2,2,1087.4672647544999,1087.4685,1087.96908,772600.0,4+6
431,AB-02-007,4,37,Di31,TriK,4,6,Na2,2,1109.4492090034998,1109.45044,1109.95089,42210.0,4+6
432,AB-02-007,4,37,Di31,TriK,6,9,H2,2,1630.6969846158,1630.69619,1631.19717,15770.0,6+9
433,AB-02-007,4,37,Di31,TriK,4,6,H1,1,2173.9267044771,2173.92808,2174.93247,224000.0,4+6
434,AB-02-007,4,37,Di31,TriK,8,12,H2,2,2173.9267044771,2173.92808,2174.43069,224000.0,8+12
435,AB-02-007,4,37,Di31,TriK,4,6,Na1,1,2195.9086487260997,2195.91024,2196.91213,22340.0,4+6
436,AB-02-007,4,38,Di32,TriK,2,3,H2,2,475.20644229749996,475.20794,475.70871,227300.0,2+3
437,AB-02-007,4,38,Di32,TriK,2,3,H1,1,949.4050595630999,949.40683,950.40914,732200.0,2+3
438,AB-02-007,4,38,Di32,TriK,2,3,Na1,1,971.3870038120999,971.38778,972.39189,57040.0,2+3
439,AB-02-007,4,41,Di27,TriR,2,3,H1,1,1261.5591613287002,1261.56227,1262.56551,1073000.0,2+3
440,AB-02-007,4,42,Di28,TriR,2,3,H2,2,640.3539184674,640.35545,640.85674,788400.0,2+3
441,AB-02-007,4,42,Di28,TriR,2,3,H1,1,1279.7000119029,1279.70255,1280.70589,4308000.0,2+3
442,AB-02-007,4,43,Di29,TriR,2,3,H2,2,644.87026701525,644.8708,645.37199,3714000.0,2+3
443,AB-02-007,4,43,Di29,TriR,2,3,H1,1,1288.7327089986,1288.73462,1289.73769,5561000.0,2+3
444,AB-02-007,4,43,Di29,TriR,4,6,H2,2,1288.7327089986,1288.73462,1289.21552,5561000.0,4+6
445,AB-02-007,4,43,Di29,TriR,2,3,Na1,1,1310.7146532476,1310.71495,1311.71824,164300.0,2+3
446,AB-02-007,4,45,Di31,TriR,2,3,H2,2,631.2834931803001,631.28639,631.78645,275300.0,2+3
447,AB-02-007,4,45,Di31,TriR,2,3,H1,1,1261.5591613287002,1261.56195,1262.56562,1424000.0,2+3
448,AB-02-007,4,45,Di31,TriR,2,3,Na1,1,1283.5411055777001,1283.5418,1284.54609,68260.0,2+3
449,AB-02-007,4,46,Di32,TriR,2,3,H2,2,562.2523905846,562.25474,562.7549,31790.0,2+3
450,AB-02-007,4,46,Di32,TriR,2,3,H1,1,1123.4969561373,1123.4974,1124.50194,100100.0,2+3
451,AB-02-007,4,46,Di32,TriR,2,3,Na1,1,1145.4789003863,1145.48002,1146.48337,91250.0,2+3
452,AB-02-007,4,48,Di34,TriR,2,3,H2,2,598.306968276,598.30338,598.80986,81770.0,2+3
453,AB-02-007,4,48,Di34,TriR,2,3,H1,1,1195.6061115201,1195.60786,1196.61128,254200.0,2+3
454,AB-02-009,1,5,Di29,TriL,2,3,H2,2,626.83857182385,626.84446,627.3462,515100.0,2+3
455,AB-02-009,1,5,Di29,TriL,2,3,H1,1,1252.6693186158,1252.66864,1253.67246,142300.0,2+3
456,AB-02-009,1,6,Di30,TriL,2,3,H2,2,565.2441704889001,565.24708,565.74928,5498000.0,2+3
457,AB-02-009,1,6,Di30,TriL,2,3,H1,1,1129.4805159459002,1129.48391,1130.48744,6880000.0,2+3
458,AB-02-009,1,6,Di30,TriL,2,3,Na1,1,1151.4624601949001,1151.46561,1152.46935,446100.0,2+3
459,AB-02-009,1,6,Di30,TriL,4,6,Na2,2,1151.4624601949001,1151.46561,1151.96569,446100.0,4+6
460,AB-02-009,1,6,Di30,TriL,6,9,H2,2,1693.7168614029001,1693.71426,1694.21772,33550.0,6+9
461,AB-02-009,1,6,Di30,TriL,6,9,Na2,2,1715.6988056519,1715.69953,1716.20188,45250.0,6+9
462,AB-02-009,1,6,Di30,TriL,4,6,H1,1,2257.9532068599005,2257.95081,2258.95188,42940.0,4+6
463,AB-02-009,1,6,Di30,TriL,4,6,Na1,1,2279.9351511089003,2279.92995,2280.93712,44110.0,4+6
464,AB-02-009,1,7,Di31,TriL,2,3,H1,1,1225.4957709459,1225.50134,1226.50864,228500.0,2+3
465,AB-02-009,1,9,Di25,TriM,2,3,H2,2,659.95594730235,659.96147,660.46341,1065000.0,2+3
466,AB-02-009,1,9,Di25,TriM,2,3,H1,1,1318.9040695728,1318.90618,1319.90961,2866000.0,2+3
467,AB-02-009,1,10,Di26,TriM,2,3,H1,1,1021.5896713287,1021.59321,1022.59675,3125000.0,2+3
468,AB-02-009,1,11,Di27,TriM,2,3,H1,1,1081.4957709459,1081.49922,1082.5026,725000.0,2+3
469,AB-02-009,1,12,Di28,TriM,2,3,H2,2,550.322223276,550.32768,550.82898,1221000.0,2+3
