,experiment,plate,formulation_number,di_name,tri_name,tri_count,di_count,adduct,charge,calculated_mz,spectrum_mz,separation_mz,intensity,topology
470,AB-02-009,1,12,Di28,TriM,2,3,H1,1,1099.6366215201,1099.64068,1100.64364,8318000.0,2+3
471,AB-02-009,1,13,Di29,TriM,4,6,H1,1,2216.3308121997,2216.32601,2217.33316,47800.0,4+6
472,AB-02-009,1,14,Di30,TriM,2,3,H2,2,493.24417048890007,493.24645,493.74819,4385000.0,2+3
473,AB-02-009,1,14,Di30,TriM,2,3,H1,1,985.4805159459002,985.48553,986.49229,13680000.0,2+3
474,AB-02-009,1,14,Di30,TriM,2,3,Na1,1,1007.4624601949001,1007.46598,1008.46916,2449000.0,2+3
475,AB-02-009,1,14,Di30,TriM,2,3,K1,1,1023.4363975940001,1023.43986,1024.44258,767500.0,2+3
476,AB-02-009,1,14,Di30,TriM,4,6,H1,1,1969.9532068599003,1969.95164,1970.95597,266500.0,4+6
477,AB-02-009,1,14,Di30,TriM,4,6,Na1,1,1991.9351511089003,1991.93608,1992.93621,120500.0,4+6
478,AB-02-009,1,15,Di31,TriM,2,3,H1,1,1081.4957709459,1081.49932,1082.50287,742400.0,2+3
479,AB-02-009,1,15,Di31,TriM,2,3,Na1,1,1103.4777151949,1103.48246,1104.48448,216700.0,2+3
480,AB-02-009,1,15,Di31,TriM,2,3,K1,1,1119.451652594,1119.45445,1120.45955,210500.0,2+3
481,AB-02-009,1,16,Di32,TriM,2,3,H1,1,943.4335657545,943.43803,944.4404,5661000.0,2+3
482,AB-02-009,1,16,Di32,TriM,2,3,Na1,1,965.4155100035,965.42327,966.42319,3601000.0,2+3
483,AB-02-009,1,17,Di25,TriN,2,3,H2,2,659.95594730235,659.95957,660.46171,2736000.0,2+3
484,AB-02-009,1,17,Di25,TriN,2,3,H1,1,1318.9040695728,1318.90561,1319.90907,4278000.0,2+3
485,AB-02-009,1,17,Di25,TriN,2,3,Na1,1,1340.8860138218,1340.88528,1341.88843,236900.0,2+3
486,AB-02-009,1,18,Di26,TriN,4,6,H1,1,2042.1715176255,2042.16829,2043.17268,66560.0,4+6
487,AB-02-009,1,19,Di27,TriN,2,3,H2,2,541.2517979889,541.25559,541.75774,1212000.0,2+3
488,AB-02-009,1,19,Di27,TriN,2,3,H1,1,1081.4957709459,1081.49872,1082.50208,6788000.0,2+3
489,AB-02-009,1,19,Di27,TriN,2,3,Na1,1,1103.4777151949,1103.4807,1104.48311,537200.0,2+3
490,AB-02-009,1,19,Di27,TriN,2,3,K1,1,1119.451652594,1119.45997,1120.45798,28560.0,2+3
491,AB-02-009,1,19,Di27,TriN,4,6,H1,1,2161.9837168599,2161.97929,2162.98438,57520.0,4+6
492,AB-02-009,1,19,Di27,TriN,4,6,Na1,1,2183.9656611089,2183.97451,2184.97021,13990.0,4+6
493,AB-02-009,1,20,Di28,TriN,2,3,H1,1,1099.6366215201,1099.63859,1100.64135,958500.0,2+3
494,AB-02-009,1,20,Di28,TriN,2,3,Na1,1,1121.6185657691,1121.62016,1122.62371,1229000.0,2+3
495,AB-02-009,1,20,Di28,TriN,2,3,K1,1,1137.5925031682002,1137.59836,1138.60002,35890.0,2+3
496,AB-02-009,1,21,Di29,TriN,2,3,H2,2,554.83857182385,554.84235,555.34359,7766000.0,2+3
497,AB-02-009,1,21,Di29,TriN,2,3,Na2,2,576.82051607285,576.82602,577.33818,272400.0,2+3
498,AB-02-009,1,21,Di29,TriN,2,3,H1,1,1108.6693186158,1108.6711,1109.67862,7692000.0,2+3
499,AB-02-009,1,21,Di29,TriN,2,3,Na1,1,1130.6512628648,1130.65347,1131.65619,1608000.0,2+3
500,AB-02-009,1,21,Di29,TriN,6,9,H2,2,1662.50006540775,1662.49584,1662.99864,37040.0,6+9
501,AB-02-009,1,21,Di29,TriN,4,6,H1,1,2216.3308121997,2216.32669,2217.33203,143200.0,4+6
502,AB-02-009,1,22,Di30,TriN,2,3,H2,2,493.24417048890007,493.24629,493.74804,3839000.0,2+3
503,AB-02-009,1,22,Di30,TriN,2,3,Na2,2,515.2261147379,515.23072,515.73258,693100.0,2+3
504,AB-02-009,1,22,Di30,TriN,2,3,H1,1,985.4805159459002,985.4855,986.4877,9811000.0,2+3
505,AB-02-009,1,22,Di30,TriN,2,3,Na1,1,1007.4624601949001,1007.46519,1008.46845,6646000.0,2+3
506,AB-02-009,1,22,Di30,TriN,4,6,H1,1,1969.9532068599003,1969.9498,1970.95194,19980.0,4+6
507,AB-02-009,1,23,Di31,TriN,2,3,H1,1,1081.4957709459,1081.49883,1082.50187,1630000.0,2+3
508,AB-02-009,1,23,Di31,TriN,2,3,Na1,1,1103.4777151949,1103.47923,1104.48254,189400.0,2+3
509,AB-02-009,1,24,Di32,TriN,2,3,H2,2,472.2206953932,472.22232,472.72413,4280000.0,2+3
510,AB-02-009,1,24,Di32,TriN,2,3,H1,1,943.4335657545,943.43613,944.43904,7165000.0,2+3
511,AB-02-009,1,24,Di32,TriN,2,3,Na1,1,965.4155100035,965.41782,966.42116,6669000.0,2+3
512,AB-02-009,1,24,Di32,TriN,4,6,H1,1,1885.8593064771,1885.85301,1886.85753,107600.0,4+6
513,AB-02-009,1,24,Di32,TriN,4,6,Na1,1,1907.8412507261,1907.83583,1908.83934,48430.0,4+6
514,AB-02-009,1,26,Di26,TriO,2,3,H1,1,1057.3281953259,1057.32131,1058.32548,166500.0,2+3
515,AB-02-009,1,33,Di25,TriP,2,3,H2,2,629.89374211095,629.89955,630.38893,69500.0,2+3
516,AB-02-009,1,33,Di25,TriP,2,3,H1,1,1258.77965919,1258.78018,1259.78357,347600.0,2+3
517,AB-02-009,1,34,Di26,TriP,2,3,H1,1,961.4652609458999,961.46858,962.47243,3687000.0,2+3
518,AB-02-009,1,35,Di27,TriP,2,3,H1,1,1021.3713605631001,1021.37523,1022.38023,4047000.0,2+3
519,AB-02-009,1,37,Di29,TriP,2,3,H1,1,1048.544908233,1048.5474,1049.55074,6977000.0,2+3
520,AB-02-009,1,37,Di29,TriP,2,3,Na1,1,1070.5268524819999,1070.53243,1071.53693,313900.0,2+3
521,AB-02-009,1,38,Di30,TriP,2,3,H1,1,925.3561055630998,925.36018,926.36317,6252000.0,2+3
522,AB-02-009,1,38,Di30,TriP,2,3,Na1,1,947.3380498120998,947.34554,948.35016,982200.0,2+3
523,AB-02-009,1,38,Di30,TriP,2,3,K1,1,963.3119872111998,963.31573,964.31897,375400.0,2+3
524,AB-02-009,1,39,Di31,TriP,2,3,H1,1,1021.3713605631001,1021.37469,1022.38305,645800.0,2+3
525,AB-02-009,1,39,Di31,TriP,2,3,Na1,1,1043.3533048121,1043.35801,1044.36208,223200.0,2+3
526,AB-02-009,1,39,Di31,TriP,2,3,K1,1,1059.3272422112002,1059.33275,1060.33351,45860.0,2+3
527,AB-02-009,1,40,Di32,TriP,2,3,H1,1,883.3091553717,883.3122,884.31573,941700.0,2+3
528,AB-02-009,1,40,Di32,TriP,2,3,Na1,1,905.2910996206999,905.29408,906.29776,4299000.0,2+3
529,AB-02-009,1,40,Di32,TriP,2,3,K1,1,921.2650370197999,921.26955,922.27215,626800.0,2+3
530,AB-02-009,1,41,Di25,TriQ,2,3,H2,2,738.0028974937501,738.00854,738.50985,657500.0,2+3
531,AB-02-009,1,41,Di25,TriQ,2,3,H1,1,1474.9979699556002,1474.99742,1476.00112,243200.0,2+3
532,AB-02-009,1,42,Di26,TriQ,2,3,H1,1,1177.6835717115,1177.67851,1178.68255,217500.0,2+3
533,AB-02-009,1,45,Di29,TriQ,2,3,H2,2,632.88552201525,632.88856,633.39018,3533000.0,2+3
534,AB-02-009,1,45,Di29,TriQ,2,3,H1,1,1264.7632189986,1264.76352,1265.76679,3191000.0,2+3
535,AB-02-009,1,45,Di29,TriQ,2,3,Na1,1,1286.7451632476,1286.74133,1287.74706,73580.0,2+3
536,AB-02-009,1,46,Di30,TriQ,2,3,H2,2,571.2911206803,571.29316,571.79578,2944000.0,2+3
537,AB-02-009,1,46,Di30,TriQ,2,3,H1,1,1141.5744163287,1141.57561,1142.57955,2704000.0,2+3
538,AB-02-009,1,46,Di30,TriQ,2,3,Na1,1,1163.5563605777,1163.55862,1164.55963,209200.0,2+3
539,AB-02-009,1,46,Di30,TriQ,4,6,Na2,2,1163.5563605777,1163.55862,1164.0711,209200.0,4+6
540,AB-02-009,2,18,Di34,TriN,2,3,H1,1,1015.5427211373001,1015.54603,1016.54919,156600.0,2+3
